test_case,precision,recall,f1_score
thumb,0.9395330628514486,0.43064550333599777,0.5905882616136646
index_finger,0.9513262236806125,0.3943550215370664,0.5575767289045597
middle_finger,0.9358877658772062,0.3015309842041312,0.4561093956771063
ring_finger,0.8946349806463229,0.3276842677920836,0.4796746986498064
pinky,0.917958719323907,0.46697863615318475,0.6190418781030458
