test_case,precision,recall,f1_score
strongly_underexposed,0.4288659793814433,0.0763863385971355,0.12967581047381543
underexposed,0.912375790424571,0.7198859586600143,0.8047808764940239
overexposed,0.9372549019607843,0.7531512605042017,0.8351776354106
strongly_overexposed,0.5213333333333333,0.3426818580192813,0.4135378106821787
