test_case,precision,recall,f1_score
thumb,0.7693809523809524,1.0,0.8696611674785371
index_finger,0.786079365079365,1.0,0.880228930974112
middle_finger,0.7206031746031746,1.0,0.8376169302016642
ring_finger,0.7091111111111111,1.0,0.8298010661812509
pinky,0.7736031746031746,1.0,0.87235204095331
