test_case,precision,recall,f1_score
thumb,0.8797736916548797,0.3309470832930251,0.4809672770728622
index_finger,0.9190383184523809,0.3132707732301937,0.46726563423572526
middle_finger,0.9409727527374586,0.29019287554187345,0.44358546510929986
ring_finger,0.9300973695683767,0.3029155622870125,0.45699596558249134
pinky,0.9160740278644208,0.35069814835453517,0.5072190112142216
