test_case,keypoint,precision,recall,f1_score
naked_hands,0.0,0.9598034836980796,0.7384879725085911,0.8347251893571568
naked_hands,1.0,0.9727556945064761,0.7410683906090507,0.8412514484356894
naked_hands,2.0,0.9732023224653863,0.741156462585034,0.8414751882602818
naked_hands,3.0,0.9665029030817329,0.7398290598290598,0.8381099922540666
naked_hands,4.0,0.9468512728896828,0.7358556056924679,0.8281250000000001
naked_hands,5.0,0.9816882536846807,0.7428185197701926,0.8457098884186226
naked_hands,6.0,0.9848146493970522,0.7434254888739042,0.8472622478386167
naked_hands,7.0,0.9785618579723091,0.7422086720867209,0.8441533423232519
naked_hands,8.0,0.9740955783832068,0.7413324269204623,0.8419224088013897
naked_hands,9.0,0.9857079053148727,0.7435983827493261,0.8477050124831956
naked_hands,10.0,0.9964269763287181,0.7456550802139037,0.8529917797744218
naked_hands,11.0,0.9772219740955784,0.7419464225161072,0.8434849653045491
naked_hands,12.0,0.9651630192050022,0.7395619438740588,0.8374346056965704
naked_hands,13.0,0.9839213934792318,0.7432523616734144,0.8468191428022295
naked_hands,14.0,0.990174184903975,0.7444593687038281,0.8499137435307648
naked_hands,15.0,0.9830281375614114,0.7430790006752195,0.8463756969813497
naked_hands,16.0,0.9857079053148727,0.7435983827493261,0.8477050124831956
naked_hands,17.0,0.9718624385886556,0.7408920667347634,0.8408037094281299
naked_hands,18.0,0.9758820902188478,0.741683638832315,0.8428158148505305
naked_hands,19.0,0.970522554711925,0.7406271301976823,0.8401314517687996
naked_hands,20.0,0.9696292987941045,0.740450204638472,0.8396828466447496
