test_case,precision,recall,f1_score
diagonal,0.9476190476190476,0.06339598598279707,0.11884144520752463
horizontal,0.9317283294978462,0.25532396552560516,0.400812285823074
vertical,0.9153439153439153,0.130622670607891,0.22862043272272284
