test_case,precision,recall,f1_score
thumb,0.5723333333333334,1.0,0.7280050879796481
index_finger,0.704,1.0,0.8262910798122065
middle_finger,0.7106666666666667,1.0,0.8308651597817616
ring_finger,0.71,1.0,0.8304093567251462
pinky,0.6626666666666666,1.0,0.7971130713712912
