test_case,keypoint,precision,recall,f1_score
naked_hands,0.0,0.8523333333333334,1.0,0.9202807270109772
naked_hands,1.0,0.886,1.0,0.9395546129374337
naked_hands,2.0,0.812,1.0,0.8962472406181016
naked_hands,3.0,0.766,1.0,0.8674971687429218
naked_hands,4.0,0.6733333333333333,1.0,0.8047808764940239
naked_hands,5.0,0.9556666666666667,1.0,0.9773308334753708
naked_hands,6.0,0.8943333333333333,1.0,0.9442196023227168
naked_hands,7.0,0.828,1.0,0.9059080962800875
naked_hands,8.0,0.7246666666666667,1.0,0.8403556242752223
naked_hands,9.0,0.985,1.0,0.9924433249370278
naked_hands,10.0,0.959,1.0,0.9790709545686574
naked_hands,11.0,0.8943333333333333,1.0,0.9442196023227168
naked_hands,12.0,0.806,1.0,0.8925802879291251
naked_hands,13.0,0.9716666666666667,1.0,0.9856297548605241
naked_hands,14.0,0.9446666666666667,1.0,0.9715461090161125
naked_hands,15.0,0.8823333333333333,1.0,0.9374889321763767
naked_hands,16.0,0.7903333333333333,1.0,0.8828895922547012
naked_hands,17.0,0.864,1.0,0.9270386266094421
naked_hands,18.0,0.8043333333333333,1.0,0.8915573619065214
naked_hands,19.0,0.7476666666666667,1.0,0.8556170131604044
naked_hands,20.0,0.681,1.0,0.810232004759072
