test_case,precision,recall,f1_score
strongly_underexposed,0.6011111111111112,1.0,0.7508674531575296
underexposed,0.8336984126984127,1.0,0.9093081031482908
overexposed,0.852,1.0,0.920086393088553
strongly_overexposed,0.7337142857142858,1.0,0.8464073829927489
