test_case,keypoint,precision,recall,f1_score
filtered_naked_hands,0.0,0.9780271154745208,0.8731218697829716,0.9226019845644984
filtered_naked_hands,1.0,0.9752220663861617,0.8728033472803347,0.9211746522411128
filtered_naked_hands,2.0,0.9803646563814866,0.8733860891295293,0.9237885462555067
filtered_naked_hands,3.0,0.9794296400187004,0.8732805335556482,0.9233142353459673
filtered_naked_hands,4.0,0.9588592800374006,0.8709129511677283,0.9127725856697819
filtered_naked_hands,5.0,0.981299672744273,0.873491468997087,0.924262439453985
filtered_naked_hands,6.0,0.9901823281907434,0.8744838976052849,0.9287436965577724
filtered_naked_hands,7.0,0.9915848527349228,0.8746391752577319,0.9294478527607362
filtered_naked_hands,8.0,0.9827021972884525,0.8736492103075644,0.924972497249725
filtered_naked_hands,9.0,0.992052360916316,0.8746908491343776,0.9296823658269441
filtered_naked_hands,10.0,0.9962599345488546,0.8751540041067761,0.9317883690424136
filtered_naked_hands,11.0,0.9906498363721365,0.8745356995460173,0.9289785181937747
filtered_naked_hands,12.0,0.9864422627395979,0.8740679370339686,0.9268614100593016
filtered_naked_hands,13.0,0.992052360916316,0.8746908491343776,0.9296823658269441
filtered_naked_hands,14.0,0.9948574100046751,0.875,0.9310872894333844
filtered_naked_hands,15.0,0.9934548854604955,0.8748456154796213,0.930385288966725
filtered_naked_hands,16.0,0.9911173445535297,0.8745874587458746,0.9292132369055447
filtered_naked_hands,17.0,0.9878447872837774,0.8742242449317336,0.92756804214223
filtered_naked_hands,18.0,0.9929873772791024,0.8747940691927513,0.9301510838624918
filtered_naked_hands,19.0,0.9906498363721365,0.8745356995460173,0.9289785181937747
filtered_naked_hands,20.0,0.9864422627395979,0.8740679370339686,0.9268614100593016
