test_case,precision,recall,f1_score
thumb,0.25341292979776947,1.0,0.4043566549750785
index_finger,0.25335122711216007,1.0,0.4042781011926007
middle_finger,0.216668980517377,1.0,0.3561675097942262
ring_finger,0.20267789655544757,1.0,0.3370443526665469
pinky,0.2270196060283524,1.0,0.37003419491099265
