occlusion_on,precision,recall,f1_score
thumb,0.9609476544960416,0.7996951669206942,0.8729370723198712
index_finger,0.9734030691885098,0.7783847749967578,0.8650386877685399
middle_finger,0.974441635061104,0.7484907828507615,0.8466502512654809
ring_finger,0.9701934589451131,0.7500365372436303,0.8460270359380152
pinky,0.97621924323495,0.8242066062176165,0.893795598008832
