test_case,precision,recall,f1_score
overexposed,0.9754927163667524,0.6426555267020436,0.7748434522188947
strongly_overexposed,0.9707220286488579,0.32148409327670485,0.48300605593614176
strongly_underexposed,0.9364677516576251,0.2507990830723533,0.3956402159519201
underexposed,0.9713025827675509,0.6739679456046624,0.7957679846317057
